"
",Date,"
",Price,"
",Open,"
",High,"
",Low,"
",Vol., ,Change %,"
"
"
","Jul 26, 2021","
","2,519.00","
","2,510.25","
","2,526.25","
","2,481.00","
",34.82K, ,0.66%,"
"
"
","Jul 23, 2021","
","2,502.50","
","2,468.25","
","2,509.75","
","2,468.00","
",25.53K, ,0.79%,"
"
"
","Jul 22, 2021","
","2,483.00","
","2,456.00","
","2,488.75","
","2,448.50","
",29.33K, ,1.20%,"
"
"
","Jul 21, 2021","
","2,453.50","
","2,461.95","
","2,461.95","
","2,443.43","
",35.61K, ,-0.49%,"
"
"
","Jul 20, 2021","
","2,465.50","
","2,423.00","
","2,470.25","
","2,421.50","
",60.72K, ,1.65%,"
"
"
","Jul 19, 2021","
","2,425.50","
","2,470.25","
","2,540.00","
","2,412.00","
",41.11K, ,-2.53%,"
"
"
","Jul 16, 2021","
","2,488.50","
","2,509.00","
","2,528.75","
","2,484.25","
",23.92K, ,-1.17%,"
"
"
","Jul 15, 2021","
","2,518.00","
","2,519.00","
","2,537.50","
","2,502.75","
",25.62K, ,-0.28%,"
"
"
","Jul 14, 2021","
","2,525.00","
","2,505.00","
","2,522.75","
","2,502.75","
",21.45K, ,-0.41%,"
"
"
","Jul 13, 2021","
","2,535.50","
","2,493.75","
","2,546.25","
","2,481.00","
",34.50K, ,1.85%,"
"
"
","Jul 12, 2021","
","2,489.50","
","2,479.25","
","2,485.25","
","2,472.50","
",34.45K, ,-0.48%,"
"
"
","Jul 09, 2021","
","2,501.50","
","2,453.25","
","2,511.00","
","2,453.25","
",31.82K, ,2.44%,"
"
"
","Jul 08, 2021","
","2,442.00","
","2,488.25","
","2,492.50","
","2,431.75","
",42.39K, ,-2.30%,"
"
"
","Jul 07, 2021","
","2,499.50","
","2,474.25","
","2,516.75","
","2,474.00","
",37.71K, ,-1.21%,"
"
"
","Jul 06, 2021","
","2,530.00","
","2,496.25","
","2,543.50","
","2,493.00","
",35.31K, ,-1.02%,"
"
"
","Jul 05, 2021","
","2,556.00","
","2,553.50","
","2,554.50","
","2,550.25","
",24.76K, ,-0.23%,"
"
"
","Jul 02, 2021","
","2,562.00","
","2,506.50","
","2,564.00","
","2,506.25","
",31.24K, ,1.99%,"
"
"
","Jul 01, 2021","
","2,512.00","
","2,522.50","
","2,526.50","
","2,491.75","
",29.37K, ,-0.46%,"
"
"
","Jun 30, 2021","
","2,523.50","
","2,521.00","
","2,549.00","
","2,510.61","
",41.14K, ,-1.10%,"
"
"
","Jun 29, 2021","
","2,551.50","
","2,524.50","
","2,554.75","
","2,509.25","
",39.39K, ,2.47%,"
"
"
","Jun 28, 2021","
","2,490.00","
","2,493.50","
","2,543.75","
","2,470.75","
",36.92K, ,0.16%,"
"
"
","Jun 25, 2021","
","2,486.00","
","2,441.50","
","2,497.75","
","2,435.75","
",60.51K, ,1.89%,"
"
"
","Jun 24, 2021","
","2,440.00","
","2,427.00","
","2,427.75","
","2,422.97","
",39.86K, ,0.02%,"
"
"
","Jun 23, 2021","
","2,439.50","
","2,426.50","
","2,442.75","
","2,411.75","
",26.67K, ,0.60%,"
"
"
","Jun 22, 2021","
","2,425.00","
","2,404.50","
","2,428.75","
","2,395.25","
",31.16K, ,0.89%,"
"
"
","Jun 21, 2021","
","2,403.50","
","2,391.62","
","2,397.70","
","2,375.00","
",35.25K, ,0.78%,"
"
"
","Jun 18, 2021","
","2,385.00","
","2,372.88","
","2,389.50","
","2,372.88","
",42.82K, ,-0.63%,"
"
"
","Jun 17, 2021","
","2,400.00","
","2,446.75","
","2,464.00","
","2,352.50","
",51.26K, ,-2.81%,"
"
"
","Jun 16, 2021","
","2,469.50","
","2,451.25","
","2,475.75","
","2,427.25","
",28.80K, ,0.10%,"
"
"
","Jun 15, 2021","
","2,467.00","
","2,425.25","
","2,482.75","
","2,423.25","
",51.90K, ,-1.08%,"
"
"
","Jun 14, 2021","
","2,494.00","
","2,498.50","
","2,498.50","
","2,453.20","
",23.29K, ,1.20%,"
"
"
","Jun 11, 2021","
","2,464.50","
","2,474.75","
","2,504.75","
","2,460.25","
",38.80K, ,-0.46%,"
"
"
","Jun 10, 2021","
","2,476.00","
","2,490.80","
","2,491.55","
","2,472.80","
",38.54K, ,0.71%,"
"
"
","Jun 09, 2021","
","2,458.50","
","2,453.13","
","2,457.00","
","2,453.13","
",29.82K, ,0.24%,"
"
"
","Jun 08, 2021","
","2,452.50","
","2,447.51","
","2,449.39","
","2,423.26","
",25.85K, ,1.09%,"
"
"
","Jun 07, 2021","
","2,426.00","
","2,418.00","
","2,448.75","
","2,416.00","
",28.84K, ,-1.18%,"
"
"
","Jun 04, 2021","
","2,455.00","
","2,438.09","
","2,439.09","
","2,389.59","
",26.12K, ,2.08%,"
"
"
","Jun 03, 2021","
","2,405.00","
","2,423.70","
","2,454.95","
","2,375.63","
",25.61K, ,-1.60%,"
"
"
","Jun 02, 2021","
","2,444.00","
","2,423.70","
","2,454.95","
","2,421.95","
",31.34K, ,-1.01%,"
"
"
","Jun 01, 2021","
","2,469.00","
","2,484.01","
","2,491.51","
","2,445.26","
",40.24K, ,-0.56%,"
"
"
","May 28, 2021","
","2,483.00","
","2,493.25","
","2,494.00","
","2,432.27","
",54.85K, ,0.08%,"
"
"
","May 27, 2021","
","2,481.00","
","2,465.13","
","2,466.63","
","2,379.75","
",44.88K, ,3.29%,"
"
"
","May 26, 2021","
","2,402.00","
","2,392.50","
","2,393.50","
","2,349.75","
",29.25K, ,1.26%,"
"
"
","May 25, 2021","
","2,372.00","
","2,362.25","
","2,367.05","
","2,361.50","
",39.98K, ,-0.63%,"
"
"
","May 24, 2021","
","2,387.00","
","2,373.25","
","2,373.25","
","2,351.25","
",63.50K, ,0.72%,"
"
"
","May 21, 2021","
","2,370.00","
","2,364.00","
","2,377.65","
","2,345.53","
",66.91K, ,-1.09%,"
"
"
","May 20, 2021","
","2,396.00","
","2,354.25","
","2,397.25","
","2,340.89","
",40.94K, ,-0.79%,"
"
"
","May 19, 2021","
","2,415.00","
","2,461.25","
","2,461.25","
","2,402.72","
",50.35K, ,-2.54%,"
"
"
","May 18, 2021","
","2,478.00","
","2,447.75","
","2,484.82","
","2,446.50","
",57.57K, ,-0.84%,"
"
"
","May 17, 2021","
","2,499.00","
","2,484.35","
","2,490.50","
","2,448.25","
",39.25K, ,1.46%,"
"
"
","May 14, 2021","
","2,463.00","
","2,430.85","
","2,430.85","
","2,424.50","
",51.35K, ,0.47%,"
"
"
","May 13, 2021","
","2,451.50","
","2,435.13","
","2,459.52","
","2,431.90","
",54.52K, ,-1.17%,"
"
"
","May 12, 2021","
","2,480.50","
","2,500.70","
","2,500.70","
","2,472.70","
",55.02K, ,-1.61%,"
"
"
","May 11, 2021","
","2,521.00","
","2,512.85","
","2,524.93","
","2,512.85","
",51.16K, ,-0.40%,"
"
"
","May 10, 2021","
","2,531.00","
","2,512.74","
","2,524.20","
","2,511.85","
",78.16K, ,-0.35%,"
"
"
","May 07, 2021","
","2,540.00","
","2,523.00","
","2,525.24","
","2,475.00","
",54.33K, ,2.07%,"
"
"
","May 06, 2021","
","2,488.50","
","2,501.50","
","2,501.50","
","2,431.50","
",55.69K, ,1.80%,"
"
"
","May 05, 2021","
","2,444.50","
","2,435.25","
","2,435.75","
","2,416.75","
",28.42K, ,0.68%,"
"
"
","May 04, 2021","
","2,428.00","
","2,423.00","
","2,427.00","
","2,390.50","
",32.89K, ,1.29%,"
"
"
","Apr 30, 2021","
","2,397.00","
","2,406.50","
","2,414.43","
","2,391.71","
",38.22K, ,-0.83%,"
"
"
","Apr 29, 2021","
","2,417.00","
","2,402.10","
","2,408.67","
","2,386.10","
",42.74K, ,0.73%,"
"
"
","Apr 28, 2021","
","2,399.50","
","2,388.20","
","2,390.23","
","2,379.70","
",22.92K, ,0.15%,"
"
"
","Apr 27, 2021","
","2,396.00","
","2,392.25","
","2,392.25","
","2,388.05","
",31.90K, ,-0.31%,"
"
"
","Apr 26, 2021","
","2,403.50","
","2,391.25","
","2,391.50","
","2,352.75","
",24.42K, ,1.65%,"
"
"
","Apr 23, 2021","
","2,364.50","
","2,362.38","
","2,367.17","
","2,352.75","
",23.23K, ,0.06%,"
"
"
","Apr 22, 2021","
","2,363.00","
","2,354.50","
","2,354.50","
","2,354.50","
",24.18K, ,-0.06%,"
"
"
","Apr 21, 2021","
","2,364.50","
","2,353.63","
","2,355.13","
","2,296.75","
",48.11K, ,2.38%,"
"
"
","Apr 20, 2021","
","2,309.50","
","2,316.65","
","2,317.25","
","2,302.53","
",26.76K, ,-0.88%,"
"
"
","Apr 19, 2021","
","2,330.00","
","2,317.23","
","2,319.63","
","2,300.95","
",24.09K, ,0.65%,"
"
"
","Apr 16, 2021","
","2,315.00","
","2,304.45","
","2,323.20","
","2,301.45","
",25.13K, ,-1.03%,"
"
"
","Apr 15, 2021","
","2,339.00","
","2,308.50","
","2,331.75","
","2,308.50","
",38.65K, ,0.67%,"
"
"
","Apr 14, 2021","
","2,323.50","
","2,314.00","
","2,314.25","
","2,278.00","
",33.65K, ,1.33%,"
"
"
","Apr 13, 2021","
","2,293.00","
","2,288.25","
","2,289.00","
","2,246.50","
",29.40K, ,1.37%,"
"
"
","Apr 12, 2021","
","2,262.00","
","2,251.25","
","2,251.25","
","2,248.50","
",25.75K, ,-0.09%,"
"
"
","Apr 09, 2021","
","2,264.00","
","2,255.11","
","2,268.11","
","2,246.96","
",21.73K, ,-0.81%,"
"
"
","Apr 08, 2021","
","2,282.50","
","2,272.00","
","2,272.75","
","2,245.00","
",26.24K, ,1.00%,"
"
"
","Apr 07, 2021","
","2,260.00","
","2,255.25","
","2,255.25","
","2,245.50","
",24.20K, ,-0.35%,"
"
"
","Apr 06, 2021","
","2,268.00","
","2,209.25","
","2,249.47","
","2,209.25","
",36.05K, ,1.91%,"
"
"
","Apr 01, 2021","
","2,225.50","
","2,209.75","
","2,217.75","
","2,194.25","
",26.58K, ,0.61%,"
"
"
","Mar 31, 2021","
","2,212.00","
","2,214.50","
","2,214.50","
","2,196.25","
",39.46K, ,-0.85%,"
"
"
","Mar 30, 2021","
","2,231.00","
","2,250.00","
","2,250.00","
","2,212.07","
",26.18K, ,-1.54%,"
"
"
","Mar 29, 2021","
","2,266.00","
","2,284.00","
","2,284.00","
","2,257.60","
",27.68K, ,-1.39%,"
"
"
","Mar 26, 2021","
","2,298.00","
","2,269.75","
","2,281.75","
","2,231.25","
",39.96K, ,2.32%,"
"
"
","Mar 25, 2021","
","2,246.00","
","2,241.00","
","2,246.00","
","2,227.01","
",42.02K, ,-0.53%,"
"
"
","Mar 24, 2021","
","2,258.00","
","2,240.63","
","2,240.63","
","2,203.40","
",25.99K, ,1.73%,"
"
"
","Mar 23, 2021","
","2,219.50","
","2,260.00","
","2,263.50","
","2,176.00","
",59.29K, ,-2.31%,"
"
"
","Mar 22, 2021","
","2,272.00","
","2,260.00","
","2,262.25","
","2,249.00","
",50.25K, ,0.29%,"
"
"
","Mar 19, 2021","
","2,265.50","
","2,253.88","
","2,261.13","
","2,194.20","
",42.73K, ,2.23%,"
"
"
","Mar 18, 2021","
","2,216.00","
","2,206.00","
","2,224.75","
","2,185.25","
",35.38K, ,-0.52%,"
"
"
","Mar 17, 2021","
","2,227.50","
","2,206.00","
","2,221.75","
","2,187.00","
",31.96K, ,1.14%,"
"
"
","Mar 16, 2021","
","2,202.50","
","2,184.38","
","2,202.88","
","2,177.63","
",49.12K, ,-0.70%,"
"
"
","Mar 15, 2021","
","2,218.00","
","2,204.00","
","2,210.72","
","2,155.00","
",50.21K, ,2.16%,"
"
"
","Mar 12, 2021","
","2,171.00","
","2,145.25","
","2,150.00","
","2,142.00","
",29.90K, ,-0.32%,"
"
"
","Mar 11, 2021","
","2,178.00","
","2,155.63","
","2,162.13","
","2,140.13","
",55.22K, ,0.46%,"
"
"
","Mar 10, 2021","
","2,168.00","
","2,141.75","
","2,151.00","
","2,136.50","
",33.79K, ,-0.02%,"
"
"
","Mar 09, 2021","
","2,168.50","
","2,142.00","
","2,145.75","
","2,137.10","
",38.03K, ,-0.12%,"
"
"
","Mar 08, 2021","
","2,171.00","
","2,149.00","
","2,155.00","
","2,144.13","
",30.62K, ,-0.23%,"
"
"
","Mar 05, 2021","
","2,176.00","
","2,157.13","
","2,162.13","
","2,128.75","
",39.10K, ,1.04%,"
"
"
","Mar 04, 2021","
","2,153.50","
","2,112.00","
","2,175.00","
","2,105.25","
",65.04K, ,-2.11%,"
"
"
","Mar 03, 2021","
","2,200.00","
","2,179.00","
","2,194.25","
","2,178.50","
",52.34K, ,-0.52%,"
"
"
","Mar 02, 2021","
","2,211.50","
","2,203.38","
","2,206.63","
","2,105.25","
",69.32K, ,3.85%,"
"
"
","Mar 01, 2021","
","2,129.50","
","2,103.38","
","2,132.13","
","2,085.63","
",61.37K, ,-1.16%,"
"
"
","Feb 26, 2021","
","2,154.50","
","2,138.63","
","2,215.63","
","2,133.13","
",71.66K, ,-3.60%,"
"
"
","Feb 25, 2021","
","2,235.00","
","2,212.50","
","2,212.50","
","2,163.00","
",77.71K, ,2.31%,"
"
"
","Feb 24, 2021","
","2,184.50","
","2,171.25","
","2,185.38","
","2,126.00","
",43.08K, ,1.75%,"
"
"
","Feb 23, 2021","
","2,147.00","
","2,132.25","
","2,147.75","
","2,123.50","
",47.25K, ,-0.90%,"
"
"
","Feb 22, 2021","
","2,166.50","
","2,155.26","
","2,158.76","
","2,114.51","
",37.19K, ,1.64%,"
"
"
","Feb 19, 2021","
","2,131.50","
","2,117.63","
","2,136.95","
","2,114.00","
",56.34K, ,-0.28%,"
"
"
","Feb 18, 2021","
","2,137.50","
","2,125.38","
","2,134.24","
","2,100.63","
",51.77K, ,1.06%,"
"
"
","Feb 17, 2021","
","2,115.00","
","2,101.75","
","2,102.25","
","2,073.00","
",31.36K, ,1.37%,"
"
"
","Feb 16, 2021","
","2,086.50","
","2,071.25","
","2,075.50","
","2,070.25","
",22.69K, ,0.14%,"
"
"
","Feb 15, 2021","
","2,083.50","
","2,068.50","
","2,078.25","
","2,066.25","
",22.94K, ,-0.29%,"
"
"
","Feb 12, 2021","
","2,089.50","
","2,085.00","
","2,087.00","
","2,075.75","
",23.69K, ,0.48%,"
"
"
","Feb 11, 2021","
","2,079.50","
","2,075.09","
","2,077.34","
","2,069.59","
",24.46K, ,0.02%,"
"
"
","Feb 10, 2021","
","2,079.00","
","2,012.00","
","2,070.75","
","1,997.00","
",32.39K, ,1.22%,"
"
"
","Feb 09, 2021","
","2,054.00","
","2,055.85","
","2,059.10","
","2,023.35","
",30.05K, ,1.28%,"
"
"
","Feb 08, 2021","
","2,028.00","
","2,027.43","
","2,029.63","
","2,012.25","
",25.15K, ,0.62%,"
"
"
","Feb 05, 2021","
","2,015.50","
","2,011.65","
","2,013.98","
","1,987.40","
",26.97K, ,1.10%,"
"
"
","Feb 04, 2021","
","1,993.50","
","1,988.50","
","1,989.50","
","1,966.75","
",28.78K, ,1.01%,"
"
"
","Feb 03, 2021","
","1,973.50","
","1,966.00","
","1,971.25","
","1,962.50","
",23.37K, ,0.05%,"
"
"
","Feb 02, 2021","
","1,972.50","
","1,968.25","
","1,972.88","
","1,963.00","
",31.41K, ,0.18%,"
"
"
","Feb 01, 2021","
","1,969.00","
","1,964.13","
","1,980.05","
","1,956.63","
",37.53K, ,-0.43%,"
"
"
","Jan 29, 2021","
","1,977.50","
","1,971.10","
","1,986.09","
","1,968.10","
",37.31K, ,-0.35%,"
"
"
","Jan 28, 2021","
","1,984.50","
","1,987.75","
","2,016.50","
","1,962.62","
",28.40K, ,-0.38%,"
"
"
","Jan 27, 2021","
","1,992.00","
","1,987.75","
","2,016.50","
","1,983.25","
",27.47K, ,-1.39%,"
"
"
","Jan 26, 2021","
","2,020.00","
","2,015.33","
","2,021.58","
","2,009.33","
",26.82K, ,0.40%,"
"
"
","Jan 25, 2021","
","2,012.00","
","2,009.50","
","2,012.00","
","1,986.75","
",28.24K, ,0.88%,"
"
"
","Jan 22, 2021","
","1,994.50","
","1,985.25","
","1,987.00","
","1,974.91","
",30.07K, ,-0.15%,"
"
"
","Jan 21, 2021","
","1,997.50","
","1,989.13","
","1,995.76","
","1,969.45","
",37.65K, ,0.86%,"
"
"
","Jan 20, 2021","
","1,980.50","
","1,953.80","
","1,978.05","
","1,953.80","
",25.05K, ,0.84%,"
"
"
","Jan 19, 2021","
","1,964.00","
","1,959.50","
","1,963.25","
","1,959.50","
",36.71K, ,-0.41%,"
"
"
","Jan 18, 2021","
","1,972.00","
","1,984.00","
","1,984.00","
","1,963.50","
",26.85K, ,-0.95%,"
"
"
","Jan 15, 2021","
","1,991.00","
","1,985.25","
","2,004.75","
","1,982.00","
",29.54K, ,-0.72%,"
"
"
","Jan 14, 2021","
","2,005.50","
","2,009.10","
","2,016.75","
","1,981.88","
",26.94K, ,-0.37%,"
"
"
","Jan 13, 2021","
","2,013.00","
","2,009.10","
","2,013.85","
","2,007.35","
",26.94K, ,-0.32%,"
"
"
","Jan 12, 2021","
","2,019.50","
","2,020.63","
","2,022.13","
","2,003.55","
",31.57K, ,0.50%,"
"
"
","Jan 11, 2021","
","2,009.50","
","2,006.25","
","2,018.00","
","2,002.14","
",27.56K, ,-0.59%,"
"
"
","Jan 08, 2021","
","2,021.50","
","2,017.50","
","2,031.25","
","2,011.00","
",23.80K, ,-0.74%,"
"
"
","Jan 07, 2021","
","2,036.50","
","2,025.25","
","2,035.25","
","2,023.25","
",24.13K, ,-0.10%,"
"
"
","Jan 06, 2021","
","2,038.50","
","2,027.50","
","2,040.25","
","2,024.80","
",43.44K, ,-0.10%,"
"
"
","Jan 05, 2021","
","2,040.50","
","2,047.50","
","2,049.25","
","2,031.63","
",25.75K, ,0.44%,"
"
"
","Jan 04, 2021","
","2,031.50","
","2,025.50","
","2,032.75","
","1,979.00","
",37.70K, ,2.63%,"
"
"
","Dec 31, 2020","
","1,979.50","
","1,992.62","
","2,003.12","
","1,981.87","
",19.69K, ,-1.00%,"
"
"
","Dec 30, 2020","
","1,999.50","
","1,999.75","
","2,002.00","
","1,992.50","
",16.88K, ,0.43%,"
"
"
","Dec 29, 2020","
","1,991.00","
","1,989.50","
","2,031.00","
","1,983.75","
",33.36K, ,-1.92%,"
"
"
","Dec 24, 2020","
","2,030.00","
","2,021.65","
","2,023.90","
","2,003.15","
",13.62K, ,1.20%,"
"
"
","Dec 23, 2020","
","2,006.00","
","1,991.75","
","2,021.38","
","1,964.00","
",29.26K, ,0.53%,"
"
"
","Dec 22, 2020","
","1,995.50","
","1,991.75","
","2,014.00","
","1,985.25","
",38.66K, ,-1.24%,"
"
"
","Dec 21, 2020","
","2,020.50","
","2,021.13","
","2,051.13","
","2,019.00","
",28.90K, ,-1.75%,"
"
"
","Dec 18, 2020","
","2,056.50","
","2,005.00","
","2,050.50","
","2,002.00","
",28.19K, ,0.17%,"
"
"
","Dec 17, 2020","
","2,053.00","
","2,055.50","
","2,068.25","
","2,029.75","
",77.92K, ,0.88%,"
"
"
","Dec 16, 2020","
","2,035.00","
","2,023.63","
","2,026.65","
","2,017.65","
",32.73K, ,0.27%,"
"
"
","Dec 15, 2020","
","2,029.50","
","2,023.13","
","2,041.85","
","2,018.13","
",23.34K, ,-0.85%,"
"
"
","Dec 14, 2020","
","2,047.00","
","2,031.40","
","2,033.90","
","2,007.40","
",27.08K, ,1.21%,"
"
"
","Dec 11, 2020","
","2,022.50","
","2,013.49","
","2,048.49","
","2,010.49","
",27.26K, ,-1.82%,"
"
"
","Dec 10, 2020","
","2,060.00","
","2,042.50","
","2,045.50","
","2,024.50","
",25.62K, ,1.23%,"
"
"
","Dec 09, 2020","
","2,035.00","
","2,022.63","
","2,023.50","
","1,973.25","
",31.37K, ,2.26%,"
"
"
","Dec 08, 2020","
","1,990.00","
","1,982.50","
","2,001.75","
","1,977.68","
",31.76K, ,-1.34%,"
"
"
","Dec 07, 2020","
","2,017.00","
","2,001.75","
","2,034.85","
","1,997.75","
",24.28K, ,-1.32%,"
"
"
","Dec 04, 2020","
","2,044.00","
","2,036.50","
","2,040.00","
","2,019.50","
",24.95K, ,0.79%,"
"
"
","Dec 03, 2020","
","2,028.00","
","2,013.50","
","2,049.65","
","2,008.00","
",47.05K, ,-1.31%,"
"
"
","Dec 02, 2020","
","2,055.00","
","2,060.25","
","2,061.00","
","2,037.75","
",44.65K, ,-0.46%,"
"
"
","Dec 01, 2020","
","2,064.50","
","2,055.38","
","2,062.78","
","2,041.63","
",52.66K, ,0.95%,"
"
"
","Nov 30, 2020","
","2,045.00","
","1,995.88","
","2,041.38","
","1,994.00","
",59.75K, ,2.33%,"
"
"
","Nov 27, 2020","
","1,998.50","
","1,989.50","
","1,991.00","
","1,967.25","
",41.47K, ,1.14%,"
"
"
","Nov 26, 2020","
","1,976.00","
","1,961.25","
","1,970.25","
","1,961.25","
",23.63K, ,0.30%,"
"
"
","Nov 25, 2020","
","1,970.00","
","1,963.50","
","1,980.00","
","1,959.75","
",42.09K, ,-0.83%,"
"
"
","Nov 24, 2020","
","1,986.50","
","1,981.50","
","1,982.00","
","1,966.50","
",37.33K, ,0.66%,"
"
"
","Nov 23, 2020","
","1,973.50","
","1,988.00","
","1,988.00","
","1,962.25","
",34.72K, ,-0.98%,"
"
"
","Nov 20, 2020","
","1,993.00","
","1,988.10","
","1,988.10","
","1,981.85","
",38.68K, ,0.03%,"
"
"
","Nov 19, 2020","
","1,992.50","
","1,987.75","
","1,994.50","
","1,970.00","
",24.75K, ,-0.28%,"
"
"
","Nov 18, 2020","
","1,998.00","
","1,987.75","
","1,991.40","
","1,970.00","
",37.16K, ,1.04%,"
"
"
","Nov 17, 2020","
","1,977.50","
","1,960.25","
","1,966.00","
","1,936.00","
",69.40K, ,1.36%,"
"
"
","Nov 16, 2020","
","1,951.00","
","1,938.50","
","1,939.50","
","1,916.50","
",30.55K, ,0.98%,"
"
"
","Nov 13, 2020","
","1,932.00","
","1,919.55","
","1,919.55","
","1,913.00","
",21.99K, ,0.10%,"
"
"
","Nov 12, 2020","
","1,930.00","
","1,909.50","
","1,912.25","
","1,901.00","
",24.44K, ,0.63%,"
"
"
","Nov 11, 2020","
","1,918.00","
","1,899.05","
","1,902.43","
","1,890.80","
",29.72K, ,0.52%,"
"
"
","Nov 10, 2020","
","1,908.00","
","1,897.00","
","1,897.75","
","1,878.00","
",23.75K, ,0.77%,"
"
"
","Nov 09, 2020","
","1,893.50","
","1,888.00","
","1,889.00","
","1,884.38","
",39.38K, ,-0.42%,"
"
"
","Nov 06, 2020","
","1,901.50","
","1,889.35","
","1,893.60","
","1,887.35","
",30.70K, ,0.21%,"
"
"
","Nov 05, 2020","
","1,897.50","
","1,884.00","
","1,904.50","
","1,882.25","
",35.08K, ,-0.58%,"
"
"
","Nov 04, 2020","
","1,908.50","
","1,903.74","
","1,910.00","
","1,902.25","
",50.98K, ,0.16%,"
"
"
","Nov 03, 2020","
","1,905.50","
","1,899.25","
","1,902.88","
","1,866.50","
",48.03K, ,2.12%,"
"
"
","Nov 02, 2020","
","1,866.00","
","1,876.75","
","1,878.75","
","1,853.50","
",37.53K, ,0.95%,"
"
"
","Oct 30, 2020","
","1,848.50","
","1,851.50","
","1,853.13","
","1,804.75","
",39.20K, ,2.52%,"
"
"
","Oct 29, 2020","
","1,803.00","
","1,799.75","
","1,804.25","
","1,794.18","
",28.75K, ,-0.36%,"
"
"
","Oct 28, 2020","
","1,809.50","
","1,807.00","
","1,818.00","
","1,801.20","
",29.50K, ,-0.69%,"
"
"
","Oct 27, 2020","
","1,822.00","
","1,813.31","
","1,819.56","
","1,806.80","
",25.72K, ,-0.30%,"
"
"
","Oct 26, 2020","
","1,827.50","
","1,816.95","
","1,836.95","
","1,816.20","
",26.42K, ,-0.81%,"
"
"
","Oct 23, 2020","
","1,842.50","
","1,836.50","
","1,840.25","
","1,834.38","
",19.12K, ,-0.22%,"
"
"
","Oct 22, 2020","
","1,846.50","
","1,837.50","
","1,837.88","
","1,835.38","
",19.61K, ,0.16%,"
"
"
","Oct 21, 2020","
","1,843.50","
","1,834.83","
","1,840.18","
","1,823.25","
",31.68K, ,0.49%,"
"
"
","Oct 20, 2020","
","1,834.50","
","1,841.20","
","1,841.20","
","1,821.83","
",49.74K, ,-1.03%,"
"
"
","Oct 19, 2020","
","1,853.50","
","1,833.75","
","1,861.00","
","1,832.50","
",35.96K, ,-0.91%,"
"
"
","Oct 16, 2020","
","1,870.50","
","1,852.75","
","1,855.00","
","1,840.75","
",38.89K, ,1.00%,"
"
"
","Oct 15, 2020","
","1,852.00","
","1,837.25","
","1,837.25","
","1,833.00","
",27.00K, ,0.00%,"
"
"
","Oct 14, 2020","
","1,852.00","
","1,835.49","
","1,845.50","
","1,833.25","
",29.29K, ,-0.32%,"
"
"
","Oct 13, 2020","
","1,858.00","
","1,842.00","
","1,843.75","
","1,841.50","
",38.71K, ,0.13%,"
"
"
","Oct 12, 2020","
","1,855.50","
","1,843.00","
","1,843.25","
","1,828.50","
",40.66K, ,0.76%,"
"
"
","Oct 09, 2020","
","1,841.50","
","1,833.50","
","1,833.50","
","1,789.75","
",53.27K, ,2.05%,"
"
"
","Oct 08, 2020","
","1,804.50","
","1,765.50","
","1,786.38","
","1,765.50","
",33.99K, ,1.18%,"
"
"
","Oct 07, 2020","
","1,783.50","
","1,766.50","
","1,766.50","
","1,745.00","
",31.17K, ,1.05%,"
"
"
","Oct 06, 2020","
","1,765.00","
","1,752.75","
","1,762.75","
","1,748.06","
",34.26K, ,-0.62%,"
"
"
","Oct 05, 2020","
","1,776.00","
","1,753.50","
","1,753.50","
","1,741.75","
",24.54K, ,0.45%,"
"
"
","Oct 02, 2020","
","1,768.00","
","1,732.00","
","1,736.63","
","1,711.75","
",44.79K, ,1.64%,"
"
"
","Oct 01, 2020","
","1,739.50","
","1,737.75","
","1,739.75","
","1,709.75","
",37.58K, ,-1.44%,"
"
"
","Sep 30, 2020","
","1,765.00","
","1,741.50","
","1,759.00","
","1,739.50","
",34.35K, ,-1.01%,"
"
"
","Sep 29, 2020","
","1,783.00","
","1,752.75","
","1,754.50","
","1,752.75","
",27.43K, ,0.45%,"
"
"
","Sep 28, 2020","
","1,775.00","
","1,760.99","
","1,761.74","
","1,725.00","
",30.06K, ,1.52%,"
"
"
","Sep 25, 2020","
","1,748.50","
","1,736.01","
","1,737.26","
","1,715.50","
",34.33K, ,0.49%,"
"
"
","Sep 24, 2020","
","1,740.00","
","1,729.36","
","1,729.36","
","1,713.78","
",47.91K, ,-0.83%,"
"
"
","Sep 23, 2020","
","1,754.50","
","1,731.63","
","1,751.55","
","1,730.13","
",44.65K, ,-1.24%,"
"
"
","Sep 22, 2020","
","1,776.50","
","1,754.00","
","1,758.50","
","1,753.00","
",27.79K, ,-0.17%,"
"
"
","Sep 21, 2020","
","1,779.50","
","1,756.00","
","1,768.75","
","1,755.75","
",29.83K, ,-0.73%,"
"
"
","Sep 18, 2020","
","1,792.50","
","1,771.51","
","1,772.26","
","1,757.00","
",29.55K, ,0.65%,"
"
"
","Sep 17, 2020","
","1,781.00","
","1,772.35","
","1,772.35","
","1,772.35","
",28.67K, ,-0.81%,"
"
"
","Sep 16, 2020","
","1,795.50","
","1,751.76","
","1,754.51","
","1,750.76","
",64.33K, ,0.34%,"
"
"
","Sep 15, 2020","
","1,789.50","
","1,755.01","
","1,761.76","
","1,754.76","
",27.83K, ,-0.61%,"
"
"
","Sep 14, 2020","
","1,800.50","
","1,764.56","
","1,764.81","
","1,737.50","
",32.82K, ,1.44%,"
"
"
","Sep 11, 2020","
","1,775.00","
","1,738.25","
","1,752.90","
","1,737.75","
",24.43K, ,-0.81%,"
"
